unit_code,description,owner_agent,ownership_pct,unit_type,zone,technology
NXVD389,UOF SOLAR LOS BROVALES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD392,UOF SOLAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD393,UOF SOLAR INDINA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD394,UOF SOLAR LOS BROVALES2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD395,UOF SOLAR LARRAL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD396,UOF SOLAR LA PEÑAZA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD397,UOF EOLICA TABLARES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD398,UOF SOLAR CAMPOS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD399,UOF SOLAR BROVALES 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD400,UOF SOLAR LAS CABEZUELAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD403,UOF SOLAR LAS BRISAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD404,UOF SOLAR VALLOBAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD405,UOF SOLAR LA PEÑA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD406,UOF SOLAR LA PEÑA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD407,UOF SOLAR LA PUEBLA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD408,UOF SOLAR LOS POLLOS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD409,UOF SOLAR SANTA CATALINA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD410,UOF SOLAR BADAJOZ 9,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD411,UOF SOLAR PELEAS 14,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD412,UOF SOLAR MERIDA 19,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD413,UOF SOLAR ALBETA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD414,UOF SOLAR ALBETA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD415,UOF SOLAR ARBA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD416,UOF SOLAR NOEZ,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD417,UOF SOLAR MAZARAMBROZ,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD418,UOF EOLICA SOTAVENTO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD419,UOF SOLAR NOVELDA I,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD421,UOF SOLAR VERDINALES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD422,UOF SOLAR SOLNOCTIS6,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD423,UOF SOLAR OBAGOLS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD424,UOF SOLAR CANILES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD426,UOF SOLAR ARCA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD427,UOF EOLICA COMIOLICA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD428,UOF TERMOSOLAR ARIES1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
NXVD429,UOF TERMOSOLAR ARIES2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
NXVD430,UOF TERMOSOLAR DIOXIPE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
NXVD431,UOF SOLAR CARMONA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD432,UOF SOLAR CARMONA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD433,UOF SOLAR BARCONES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD434,UOF SOLAR TOLLO1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD435,UOF SOLAR TOLLO2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD436,UOF SOLAR TOLLO3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD438,UOF SOLAR CENTROVIA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD439,UOF SOLAR CENTROVIA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD440,UOF SOLAR CENTROVIA 3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD441,UOF SOLAR OITURA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD442,UOF SOLAR SIBERIA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD443,UOF SOLAR CELEO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD444,UOF SOLAR GUARROMAN 81,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD446,UOF SOLAR MADRIGAL 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD447,UOF SOLAR MADRIGAL 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD448,UOF RESIDUOS JEREZ,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
NXVD449,UOF SOLAR CONDADO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD450,UOF SOLAR SAN CRISTOBAL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD452,UOF SOLAR ERUELA I,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD453,UOF SOLAR PEDERNOSO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD454,UOF SOLAR SAN CLEMENTE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD456,UOF SOLAR ALCONCHEL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD457,UOF SOLAR ZANCONES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD458,UOF SOLAR VILLAMAYOR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD459,UOF SOLAR BASIR 51,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD460,UOF SOLAR NAVELOS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD461,UOF SOLAR OLIVA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD462,UOF SOLAR DEGREEN,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD463,UOF SOLAR MANZANEQUE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD464,UOF SOLAR ULLDECONA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD465,UOF SOLAR LA GALERA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD466,UOF SOLAR SAN CLEMENTE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD467,UOF SOLAR CABILDO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD468,UOF SOLAR ATAQUINES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD471,UOF SOLAR ONDA A,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD472,UOF SOLAR YUNQUE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD473,UOF SOLAR FAGUS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD474,UOF SOLAR CASTANEA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD475,UOF SOLAR CORYLUS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD476,UOF SOLAR BETULA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD477,UOF SOLAR GAMONOSA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD478,UOF SOLAR PARQUE2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD479,UOF SOLAR PARED6,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD480,UOF SOLAR PARED4,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD481,UOF SOLAR PARED3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD482,UOF SOLAR PARED7,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD483,UOF SOLAR PARED5,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD484,UOF SOLAR ARPAL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD485,UOF SOLAR EKIOLA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD486,UOF SOLAR MIRALBAIDA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD487,UOF SOLAR CUBLA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD488,UOF SOLAR PHILIPS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD489,UOF SOLAR SOL Y VIENTO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD490,UOF SOLAR ALBESA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD491,UOF SOLAR TORREGROSA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD493,UOF SOLAR ALONDE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD494,UOF SOLAR TAUSTE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD495,UOF SOLAR TEBAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD496,UOF SOLAR CANES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD497,UOF HIDRO LEIRA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
NXVD498,UOF SOLAR ABACUS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD499,UOF SOLAR CLASA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD500,UOF SOLAR LA SANTA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD501,UOF SOLAR CAMPO LUGAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD502,UOF SOLAR SANABRIA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD503,UOF SOLAR RIBADELAGO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD504,UOF SOLAR LEA ARTIBAIKO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD505,UOF SOLAR GORBEIALDEKO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD506,UOF PALLERUELA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD507,UOF SOLAR MIRABUENA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD508,UOF SOLAR CABROVALES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD509,UOF SOLAR PR2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD510,UOF SOLAR PR3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD511,UOF SOLAR PARQUE 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD512,UOF SOLAR ERGON,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD513,UOF SOLAR ALMORAUGE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD514,UOF SOLAR MER2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD515,UOF SOLAR MER3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD516,UOF HIBRIDA RIO EBRO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD517,UOF SOLAR TERRER,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD518,UOF HIBRIDA RIO EBRO2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD519,UOF SOLAR ZARATAN,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD520,UOF SOLAR EL RODEO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD521,UOF SOLAR VALENTINS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD522,UOF SOLAR BECERRIL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD523,UOF SOLAR PALOMERA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD524,UOF RESIDUOS RESIDVO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
NXVD525,UOF RESIDUOS VACARISSES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
NXVD526,UOF RESIDUOS RENDIJA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
NXVD527,UOF RESIDUOS VERT ALCALA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
NXVD528,UOF HIDRO BAUSEN,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
NXVD529,UOF SOLAR SAN VALENTIN 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD530,UOF HIBRIDA PEDROLA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renovable
NXVD531,UOF HIBRIDA AGUILA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renovable
NXVD532,UOF HIBRIDA AGUILI,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renovable
NXVD533,UOF SOLAR CIBANAL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD534,UOF SOLAR CARRASCA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD535,UOF SOLAR CARROCERIAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD536,UOF SOLAR POWERSOL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD537,UOF SOLAR VILLAQUIRAN,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD538,UOF SOLAR MARCHENA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD539,UOF SOLAR GUADALCAZAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD540,UOF SOLAR ALMODOVAR DEL RIO I,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD541,UOF SOLAR ALMODOVAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD542,UOF SOLAR RUSANDO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD543,UOF SOLAR PQ1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD544,UOF SOLAR REY1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD545,UOF SOLAR REY2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD546,UOF SOLAR REY3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
