tech_group,regime,hour_class,share_in_band,mw_in_band,mw_total,n_tranches,frac_single_block,mw_at_mcp,n_months,share_pct
Hydro_RES,DA15/ID15,Dropped,0.23376740644249258,1.0691969091434486,4.39181640387413,0.30926523929069016,0.22003542698118847,0.02054040788758861,3,23.4
Hydro_RES,DA15/ID15,Flat,0.20448005331966554,1.077845305535409,4.507303883114174,0.280199290795899,0.19106565068790796,0.0063581189694230655,3,20.4
Hydro_RES,DA15/ID15,Midday,0.47210617526013765,1.7161684776761288,4.194342098527166,0.5510389878156535,0.4551376256279694,0.05273217827053243,3,47.2
Hydro_RES,DA60/ID15 post-blk,Critical,0.34427302732409365,1.898399838064485,4.680693388387859,0.4347122512243689,0.32727287918705383,0.03378618564540848,6,34.4
Hydro_RES,DA60/ID15 post-blk,Dropped,0.4567927103294258,2.352804932201233,4.684395916552012,0.5556100852040894,0.43579164565326667,0.03857643841021802,6,45.7
Hydro_RES,DA60/ID15 post-blk,Flat,0.32558719908075334,2.125159557156339,4.867093585445846,0.42271227308851334,0.30856107492514667,0.005361770570087114,6,32.6
Hydro_RES,DA60/ID15 post-blk,Midday,0.7733158400570512,3.1846443137619116,4.4161799584594235,0.8805739613870148,0.7444611342699649,0.0996958922202913,6,77.3
Hydro_RES,DA60/ID15 pre-blk,Critical,0.5564768078892419,2.889362671544858,5.812523204819803,0.6516450099661935,0.5342524869442822,0.05549134092043139,2,55.6
Hydro_RES,DA60/ID15 pre-blk,Dropped,0.7216566325377373,3.6755282665289775,5.811038998631775,0.8334745159863204,0.6929573677169922,0.07766708188313923,2,72.2
Hydro_RES,DA60/ID15 pre-blk,Flat,0.7027665308010653,3.5240926232533054,5.954037470409467,0.8143338925140673,0.6779974472471944,3.745318352059925e-05,2,70.3
Hydro_RES,DA60/ID15 pre-blk,Midday,0.9112555861196432,4.663853350665181,5.689515027283376,1.0322516641430735,0.872908988753345,0.24176324886438305,2,91.1
Hydro_RES,ISP15-win,Critical,0.09026476214047721,0.7140571014546235,5.825984931680049,0.16680463654346595,0.08642225639964915,0.0023956175958879515,4,9.0
Hydro_RES,ISP15-win,Dropped,0.15428743184478172,1.040908737144755,5.715851879182024,0.23905731522035256,0.1450669157982218,0.004274357404530022,4,15.4
Hydro_RES,ISP15-win,Flat,0.14553161268084586,1.0622718194001406,5.840603828357994,0.22969379451303806,0.13650108292696184,0.0006654227391888229,4,14.6
Hydro_RES,ISP15-win,Midday,0.3068596420210118,1.7585017264813345,5.5897436656164174,0.40560946444235885,0.2889068323774738,0.023336937313071147,4,30.7
Hydro_pump,3-sess,Critical,0.7165394590874277,247.29566366277854,320.21905751184306,2.807225295644264,0.2712759878451569,3.0792164273586096,6,71.7
Hydro_pump,3-sess,Dropped,0.719245910619776,268.475176535285,357.2875622915623,3.029175612465726,0.22442695276798666,4.157681660565287,6,71.9
