Código de UP;Descripción corta;Descripción larga;Potencia máxima MW;Código EIC;Tipo de producción;Negocio;Zona de Regulación;Sujeto del Mercado;Tipo de UP
FYLMER;FYLMER;LMER ( FOTOVOLTAICA,TARIFA,NO EXENTO );8,4;18WFYLMER-1234-O;Solar fotovoltaica;Venta;SZR;LMER;Generación
FYNEXU;FYNEXU;NEXU ( FOTOVOLTAICA,TARIFA,NO EXENTO );818,4;18WFYNEXU-1234-Z;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FYNRENO;FYNRENO;NRENO ( FOTOVOLTAICA,TARIFA,NO EXENTO );1,8;18WFYNRENO-123-I;Solar fotovoltaica;Venta;SZR;NRENO;Generación
FYREN2;FYREN2;FYREN2;95,1;18W000000000PM99;Solar fotovoltaica;Venta;SZR;CEG;Generación
FYREPSB;FYREPSB;FYREPSB;0,0;18W000000000UKKA;Solar fotovoltaica;Venta;SZR;REPSB;Generación
FYRSPRA;FYRSPRA;FYRSPRA;34,0;18WFYRSPRA-123-5;Solar fotovoltaica;Venta;SZR;RSPRA;Generación
FYSERVC;FYSERVC;FYSERVC;1,0;18W000000000U55B;Solar fotovoltaica;Venta;SZR;SERVC;Generación
FYSESPV;FOT AGRUPA;FOTOVOLTAICA AGRUPACION;7,3;18W000000000BWM9;Solar fotovoltaica;Venta;SZR;SHELL;Generación
FYTERSA;TERSAFVOL;TERSA SOLAR FOTOVOLTAICA;2,6;18W0000000007AJN;Solar fotovoltaica;Venta;SZR;TERSA;Generación
FYUNCLI;FYUNCLI;UP SOLAR YUNCLILLOS;10,0;18W000000000UBSL;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FYUNQUE;FYUNQUE;UP SOLAR YUNQUERAS;1,1;18W000000000SUQD;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FYWMARK;FYWMARK;WMARK ( FOTOVOLTAICA,TARIFA,NO EXENTO );38,3;18WFYWMARK-123-1;Solar fotovoltaica;Venta;SZR;WMARK;Generación
FZAFRA;UP ZAFRA;UP FV ZAFRA;45,8;18W000000000FT9S;Solar fotovoltaica;Venta;NEXUS ;NEXU;Generación
FZARZMS;FZARZMS;UP FV ZARZA M SOLAR;7,0;18WFZARZMS-123-E;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FZNCONE;FZNCONE;UP SOLAR ZANCONES;6,0;18W000000000SQMX;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FZORITA;FZORITA;FZORITA;38,2;18W000000000SPVI;Solar fotovoltaica;Venta;SZR;CEG;Generación
FZRATAN;FZRATAN;UP SOLAR ZARATAN;20,5;18W000000000TIA3;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FZRPCOS;FZRPCOS;UP SOLAR ZARAPICOS;1,7;18W000000000RL4E;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FZUERA2;FZUERAA2;FZUERAA2;9,9;18W000000000MEYW;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FZUERAS;FZUERAA;FZUERAA;9,0;18W000000000MEXY;Solar fotovoltaica;Venta;SZR;NEXU;Generación
GABAC01;GABA;GABA COMERCIALIZADORA DE ELECTRICIDAD SLU;3,0;18W000000000N5ZG;Comercializadores mercado libre;Compra;SZR;GABAC;Comercializadores
GACC01;GACC01;GEOATLANTER COMPRA;0,8;18WGEOATLANTERP1;Comercializadores mercado libre;Compra;SZR;GAC;Comercializadores
GAENER1;GAENER1;GAENER1;100,0;18W000000000I1QT;Genéricas;Compra;SZR;AENER;Unidades genéricas
GAIAC01;GAIA COMER;GAIA COMERCIALIZADORA;0,1;18W000000000CG2J;Comercializadores mercado libre;Compra;SZR;GGLOB;Comercializadores
GALAC01;GALAC01;GALAC01;0,5;18WGALAC01-123-Y;Comercializadores mercado libre;Compra;SZR;GALA1;Comercializadores
GALPC01;GALPUP;GALP ENERGÍA ESPAÑA, S.A.U.;9,3;18WGALPC01-12--7;Comercializadores mercado libre;Compra;SZR;GALP;Comercializadores
GALPR01;GALPSRAD;GALPSRAD;9,0;18W000000000QKT8;Comercializadores mercado libre;Compra;SZR;GALP;Comercializadores
GALPS1;GALPV1;GALP VENTA 1;41,0;18W000000000LYAO;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS2;GALPS2;GALP VENTA 2;36,0;18W000000000LYBM;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS23;LOGRO;PARQUE LOGRO;44,1;18W000000000N3GN;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS24;IALCI;ICTIO ALCAZAR I;44,4;18W000000000NHP0;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS25;IALCI;ICTIO ALACAZAR II;44,4;18W000000000NHQZ;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS26;IALCAIII;ICTIO ALCAZAR III;44,4;18W000000000NHRX;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS27;ALCAZAR II;ALCAZAR II;36,0;18W000000000OV04;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS28;VALDIVIESO;VALDIVIESO;41,0;18W000000000OV20;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS29;RIBAGRANDE;RIBAGRANDE;38,1;18W000000000PAFX;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS3;GALPS3;GALP VENTA 3;35,0;18W000000000M8EG;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS30;SIERREZUEL;SIERREZUELA;38,2;18W000000000PDR0;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS31;ESCARNES;ESCARNES;32,8;18W000000000PGGD;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS32;ENVITERO;ENVITERO;35,0;18W000000000PGHB;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS33;MOCATERO;MOCATERO;30,3;18W000000000PGI9;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS34;IGNISSOLAR;IGNIS SOLAR I;37,9;18W000000000PGJ7;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS35;MEDIOMONTE;MEDIOMONTE;37,9;18W000000000PGK5;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS36;EMOCION;EMOCION;38,1;18W000000000PGL3;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS37;ESCATRNSII;ESCATRON SOLAR II;38,0;18W000000000PGM1;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS38;PALABRA;PALABRA;40,2;18W000000000PGOY;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS39;VALDELAGUA;VALDELAGUA;40,4;18W000000000PGPW;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS40;EL ROBLEDO;EL ROBLEDO;38,0;18W000000000PGQU;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS41;HAZAÑA SOL;HAZAÑA SOLAR;38,1;18W000000000PGRS;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS42;TALENTO;TALENTO;38,2;18W000000000PGSQ;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS43;ESPLENDOR;ESPLENDOR;40,2;18W000000000PGTO;Solar fotovoltaica;Venta;GAL ;GALP;Generación
GALPS44;PITARCO;PITARCO ABC;47,8;18W000000000PH21;Solar fotovoltaica;Venta;SZR;GALP;Generación
GALPS53;ALBARREAL;ALBARREAL;44,2;18W000000000QFEG;Solar fotovoltaica;Venta;SZR;GALP;Generación
GALPS54;GALPS54;GALPS54;40,8;18W000000000RGTG;Solar fotovoltaica;Venta;SZR;GALP;Generación
GALPS55;GALPS55;GALPS55;40,8;18W000000000RGVC;Solar fotovoltaica;Venta;SZR;GALP;Generación
GALPS61;MONTEGORDO;MONTEGORDO;48,0;18W000000000RVSA;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS62;CARBAS;CARBAS;40,0;18W000000000RVT8;Eólica terrestre;Venta;GAL ;GALP;Generación
GALPS63;CALDERA;CALDERA;22,5;18W000000000RVU6;Eólica terrestre;Venta;GAL ;GALP;Generación
GALPS64;TESOSANTO;TESOSANTO;50,0;18W000000000RVV4;Eólica terrestre;Venta;GAL ;GALP;Generación
GALPS65;EXTRESOL 1;EXTRESOL 1;50,0;18W000000000RVW2;Solar térmica;Venta;SZR;GALP;Generación
GALPS78;ALMARAZ;ALMARAZ;38,2;18W000000000TBPV;Solar fotovoltaica;Venta;SZR;GALP;Generación
GALPS79;TOLEDO;TOLEDO;42,8;18W000000000TBQT;Solar fotovoltaica;Venta;SZR;GALP;Generación
GALPS80;AHIN;AHIN;13,1;18W000000000TBRR;Solar fotovoltaica;Venta;SZR;GALP;Generación
GALPS81;CBLANCA;CBLANCA;49,9;18W000000000TL9X;Solar térmica;Venta;SZR;GALP;Generación
GALPS82;ABUELA;ABUELA;49,5;18W000000000TLAV;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS83;COLMENAR;COLMENAR;28,0;18W000000000TLBT;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS84;NOGUERA;NOGUERA;28,9;18W000000000TLCR;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS85;VEGAS;VEGAS;48,0;18W000000000TLDP;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS86;SERON1;SERON1;49,5;18W000000000TLEN;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS87;SERON2;SERON2;10,0;18W000000000TLFL;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS88;TIJOLA;TIJOLA;36,0;18W000000000TLGJ;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS89;CERROBLANC;CERROBLANC;48,0;18W000000000TW0I;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS90;PEMAJALES;PEMAJALES;49,5;18W000000000TW1G;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS91;PETORVISCA;PETORVISCA;24,0;18W000000000TW2E;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS92;PE BREÑA;PE BREÑA;36,0;18W000000000TW3C;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS93;PEÑA NEBIN;PEÑA NEBIN;20,0;18W000000000TW4A;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS94;PEVILLAMAY;PEVILLAMAY;34,0;18W000000000TW58;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS95;PECABRITO;PECABRITO;30,0;18W000000000TW66;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS96;ESCAMBRONS;ESCAMBRONS;48,0;18W000000000TW74;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS97;PEBENALAZ;PEBENALAZ;37,5;18W000000000TW82;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS98;PEBOIRA;PEBOIRA;34,5;18W000000000TW90;Eólica terrestre;Venta;SZR;GALP;Generación
GALPS99;PELOSILLA;PELOSILLA;24,0;18W000000000TWAZ;Eólica terrestre;Venta;SZR;GALP;Generación
GALPT01;GALPS100;GALPS100;37,5;18W000000000TWBX;Eólica terrestre;Venta;SZR;GALP;Generación
GALPT02;BENALAZ II;BENALAZ II;16,5;18W000000000TXAW;Eólica terrestre;Venta;SZR;GALP;Generación
GAMBC01;GAMBASTAR;GAMBASTAR S.L;1,0;18WGAMBC01-123-D;Consumos directos en mercado;Compra;SZR;GAMB;Consum. directos a mercado
GAMIC01;GAMBITO;GAMBITO ENERGY SL;0,0;18W000000000PW8I;Comercializadores mercado libre;Compra;SZR;GAMBI;Comercializadores
GAOLC01;GANA ENER;GANA ENERGÍA;0,1;18WGAOLC01-123-2;Comercializadores mercado libre;Compra;SZR;GAOLA;Comercializadores
GASRGAN;GASRGAN;GAS RESIDUOS GANADEROS;4,1;18W000000000LUYP;Biogás;Venta;SZR;LMER;Generación
GASTU1;GASTU1;GASTU1;2,0;18W0000000000TQH;Genéricas;Compra;SZR;AST;Unidades genéricas
GAUDAX;GAUDAX;UNIDAD GENERICA;700,0;18W000000000816Z;Genéricas;Compra;SZR;ADXRE;Unidades genéricas
GAVIAEG;GAVIAEG;18W00000000037AT;4,5;18W00000000037AT;Eólica terrestre;Venta;SZR;EGLE;Generación
GAVIC01;GAVIPLAS;GAVIPLAS;1,3;18WGAVIC01-123-T;Consumos directos en mercado;Compra;SZR;GAVIP;Consum. directos a mercado
GBENC01;GB ENERGIA;GLOBAL BIOSFERA ENERGIA;0,1;18WGBENC01-123-6;Comercializadores mercado libre;Compra;SZR;GBENE;Comercializadores
GBNPRV1;GBNPRV1;BONPREU GENERICA;35,0;18W000000000R1CL;Genéricas;Compra;SZR;BNPRU;Unidades genéricas
GBPG1;GBPG1;UNIDAD GENERICA BP;300,0;18W000000000T20Y;Genéricas;Compra;SZR;BP;Unidades genéricas
GC21C01;GC2 PRO;GC2 PROYECTOS;0,1;18WGC21-123456-I;Comercializadores mercado libre;Compra;SZR;GC2;Comercializadores
GCENES1;GCENES1;CENTRICA ENERGIAS ESPECIALES;0,0;18WGCENES1-123-B;Genéricas;Compra;SZR;CENES;Unidades genéricas
GCENTE1;GCENTE1;CENTRICA ENERGIA S.L.U. ( G );500,0;18WGCENTE1-123-P;Genéricas;Compra;SZR;CENTE;Unidades genéricas
GDETI1;GDETI1;DETISA ( G );0,0;18WGDETI1-1234-Z;Genéricas;Compra;SZR;DETIC;Unidades genéricas
GDIVC01;GDIVC01;GDIVC01_PEN;0,1;18WGDIVC01-123-6;Comercializadores mercado libre;Compra;SZR;GDIVE;Comercializadores
GDLQ;GUADALQUIV;UGH. GUADALQUIVIR;423,9;18WGDLQ-12345-0A;Hidráulica UGH;Venta;END ;ENDG;Generación
GDLQB;GDLQB;UGH. GUADALQUIVIR - BOMBEO;14,4;18WGDLQB-12345-Z;Consumo bombeo;Compra;SZR;ENDG;Consumo bombeo
GDNA;GUADIANA;UGH. GUADIANA;218,6;18WGDNA-12345-00;Hidráulica UGH;Venta;END ;ENDG;Generación
GDREUA1;UG FOENER;GENERICA FOENER ENERGIA SL;20,0;18W000000000Q144;Genéricas;Compra;SZR;DREUA;Unidades genéricas
GDUFER1;GDUFER1;DUFENERGY TRADING;400,0;18WGDUFER1-123-M;Genéricas;Compra;SZR;DUFER;Unidades genéricas
GEBLCO1;GEBLCO1;GENERICA EBLCO;200,0;18W000000000IZ56;Genéricas;Compra;SZR;EBLCO;Unidades genéricas
GEDFT1;GEDFT1;EDF TRADING LIMITED ( G );0,0;18WGEDFT1-1234-1;Genéricas;Compra;SZR;EDFT;Unidades genéricas
GEFG1;GEFG1;FACTOR ENERGIA ( G );150,0;18WGEFG1-12345-K;Genéricas;Compra;SZR;EFG;Unidades genéricas
GEGC01;ENERG;GRUPO ENERGALICIA, S.A.;0,1;18WGEGC01-1234-0;Comercializadores mercado libre;Compra;SZR;ENERG;Comercializadores
GEGED1;GEGED1;ACCIONA GREEN ENERGY DEVELOPMENTS, S.L. ( G );0,0;18WGEGED1-1234-B;Genéricas;Compra;SZR;EGED;Unidades genéricas
GEGLE1;GEGLE1;EGL ESPAÑA, S. L. ( G );0,0;18WGEGLE1-1234-6;Genéricas;Compra;SZR;EGLE;Unidades genéricas
GELEGA1;UPGENERIC;UPGENERICA BILATERAL FISICA;1,0;18W000000000U2MN;Genéricas;Compra;SZR;ELEGA;Unidades genéricas
GENAH;GENAH;GENAH;4,5;18W000000000T1Y6;Oceano y geotérmica;Venta;SZR;AME;Generación
GENCEG1;GENENCEG;GENERICA INTERCONEXION ENCEG;30,0;18W000000000OZ3N;Genéricas;Compra;SZR;EENER;Unidades genéricas
GENDG1;GENDG1;ENDESA GENERACION, S.A.;0,0;18WGENDG1-1234-S;Genéricas;Venta;SZR;ENDG;Unidades genéricas
GENGES3;GEN GES3;NEO SC CINCA VERDE;24,9;18W0000000001DRM;Gas Natural Cogeneración;Venta;ALP ;HISPE;Generación
GEOAC01;GEOAC01;UP COMPRA 1;3,0;18WGEOAC01-123-R;Comercializadores mercado libre;Compra;SZR;GEOAL;Comercializadores
GEOLC01;GEO LUZ Y ;GEO LUZ Y GAS SLU;0,6;18W000000000R1J7;Comercializadores mercado libre;Compra;SZR;GEOLU;Comercializadores
GEPLAS;GEPLAS;GE PLASTICS (ENERGY WORKS CARTAGENA, S.L.);97,9;18WGEPLAS--12-0K;Gas Natural Cogeneración;Venta;SZR;EWCA;Generación
GEROUT1;GEN EROUTE;ELECTROROUTE ENERGY TRADING LIMITED;50,0;18WGEROUT1-123-F;Genéricas;Compra;SZR;EROUT;Unidades genéricas
GESIC01;GESTINER;GESTINER INGENIEROS;0,5;18WGESIC01-123-E;Comercializadores mercado libre;Compra;SZR;GESTI;Comercializadores
GESLC01;GESL;GENERG;9,0;18W000000000IOID;Comercializadores mercado libre;Compra;SZR;GESL;Comercializadores
GESPCX1;PORGENC;PORT_GEN_CMPRA;9.999,0;18W000000000LOUE;Porfolio;Compra;SZR;GESTE;Unidades porfolio
GESPVX1;PORGENV;PORT_GEN_VNTA;9.999,0;18W000000000LOVC;Porfolio;Venta;SZR;GESTE;Unidades porfolio
GESQC01;GESQC01;GESQC01;0,1;18W000000000U399;Comercializadores mercado libre;Compra;SZR;GESTQ;Comercializadores
GESSC01;GESS;GESTIONNA;0,1;18WGESSC01-123-P;Comercializadores mercado libre;Compra;SZR;GEST;Comercializadores
GESTC01;GESTC01;GESTERNOVA S.A.;0,1;18WGESTC01-123-F;Comercializadores mercado libre;Compra;SZR;GESTE;Comercializadores
GESTCOM;GESTCOM;GESTCOM;1,5;18W000000000M9SM;Biogás;Venta;SZR;DETIC;Generación
GEXTIII;GEXTRESIII;GEXTRESOLIII;49,9;18W000000000QC72;Solar térmica;Venta;SZR;GALP;Generación
GEXTRII;GEXTRESOLI;GEXTRESOLII;49,9;18W000000000QC64;Solar térmica;Venta;SZR;GALP;Generación
GFORTI1;FORTGEN;FORTIA GENERICA;600,0;18W000000000RS2Y;Genéricas;Compra;SZR;FORTI;Unidades genéricas
GFRGS1;GST;GDF SUEZ TRADING;300,0;18WGFR-GS1-12--T;Genéricas;Compra;SZR;FR_GS;Unidades genéricas
GGAC1;GGAC1;GEOATLANTER S.L. (GENERICA);0,0;18WGGAC1-12345-H;Genéricas;Compra;SZR;GAC;Unidades genéricas
GGMT1;GMT;GAZPROM MARKETING & TRADING  (GENÉRICA);200,0;18WGGMT1-12345-B;Genéricas;Compra;SZR;GMT;Unidades genéricas
GGNCO1;GEN;UNIDAD GENÉRICA GNCOM;4.000,0;18WGGNCO1-1234-G;Genéricas;Compra;SZR;GNCO;Unidades genéricas
GGNRA1;GGNRA1;UP GENERICA GNERA;400,0;18WGGNRA1-1234-T;Genéricas;Compra;SZR;GNRA;Unidades genéricas
GGSLZ1;GGSLZ1;GGSLZ1;50,0;18W000000000R5F3;Genéricas;Compra;SZR;GSLZE;Unidades genéricas
GGUNV1;GGUNV1;GGUNV1;10,0;18W000000000LVP3;Genéricas;Compra;SZR;GUNVOR;Unidades genéricas
GHCG1;GHCG1;HIDROELECTRICA DEL CANTABRICO ( G );0,0;18WGHCG1-12345-H;Genéricas;Compra;SZR;HC G;Unidades genéricas
GHISPE1;GHISPE1;HISPAELEC ENERGÍA ( G );100,0;18WGHISPE1-123-I;Genéricas;Compra;SZR;HISPE;Unidades genéricas
GIBEG1;GIBEG1;IBERDROLA GENERACION S.A.U. ( G );1.200,0;18WGIBEG1-1234-S;Genéricas;Venta;SZR;IBEG;Unidades genéricas
GIBGES1;GIBGES1;UNIDAD GENÉRICA;1.200,0;18WGIBGES1-123-5;Genéricas;Compra;SZR;IBGES;Unidades genéricas
GIGNI1;GENERICA1;UNIDAD GENERICA IGNIS;350,0;18W000000000NBKS;Genéricas;Compra;SZR;IGNIS;Unidades genéricas
GJARON1;GJARON1;J.ARON & COMPANY;0,0;18WGJARON1-123-T;Genéricas;Compra;SZR;JARON;Unidades genéricas
GKVASI1;KVGEN;KVASIGENERICA;10,0;18W000000000T5WZ;Genéricas;Compra;SZR;KVASI;Unidades genéricas
GMARTB1;UPGENERICA;UPGENERICA BILATERAL FISICO;1,0;18W000000000R0RV;Genéricas;Compra;SZR;MARTB;Unidades genéricas
GMEC01;GME;GARCIA MUNTE;1,0;18W000000000MIDP;Comercializadores mercado libre;Compra;SZR;GME;Comercializadores
GMEEC01;CD GME;CONSUMIDOR DIRECTO GME;901,6;18W000000000OYW5;Consumos directos en mercado;Compra;SZR;GME;Consum. directos a mercado
GMERCU1;MERCU;MERCURIA ENERGY TRADING SA;500,0;18WGMERCU1-123-1;Genéricas;Compra;SZR;MERCU;Unidades genéricas
GMETEE1;UP METGEN;UP METGEN;100,0;18W000000000PUK0;Genéricas;Compra;SZR;METEN;Unidades genéricas
GMTCP3;GMTCP3;GMT, EXPORTACIÓN A FRANCIA (CON DERECHOS);200,0;18WIMPORTFRESWCN;Exportación Francia;Compra;SZR;GMT;Comercializador internacional
GMTVP3;GMTVP3;GMT, IMPORTACIÓN DESDE FRANCIA (CON DERECHOS);200,0;18WEXPORTESFRWCH;Importación Francia;Venta;SZR;GMT;Comercializador internacional
GNCOC01;GNCO;GAS NATURAL COMERCIALIZADORA;1.200,0;18WGNCOC01-12-2S;Comercializadores mercado libre;Compra;SZR;GNCO;Comercializadores
GNCOCP3;GNCOCP3;GNCO DERECH COMPRA FRANCIA;0,0;18W000000000F3XL;Exportación Francia;Compra;SZR;GNCO;Comercializador internacional
GNCOR01;GNCOR01;GNCOR01 XEALSA SRAD;6,0;18W000000000OU6W;Comercializadores mercado libre;Compra;SZR;GNCO;Comercializadores
GNCOVP3;GNCOVP3;GNCO DERECH VENTA FRANCIA;0,0;18W000000000F3YJ;Importación Francia;Venta;SZR;GNCO;Comercializador internacional
GNCPCX1;GNCPCX1;GNCO PORTFOLIO COMPRA;9.999,0;18W000000000F3QZ;Porfolio;Compra;SZR;GNCO;Unidades porfolio
GNCPVX1;GNCPVX1;GNCO PORTFOLIO VENTA;9.999,0;18W000000000F3RX;Porfolio;Venta;SZR;GNCO;Unidades porfolio
GNEAS1;NEAS-CG;NEAS ENERGY A/S;350,0;18WGNEAS1-1234-F;Genéricas;Compra;SZR;NEAS;Unidades genéricas
GNEXU1;GNEXU1;NEXUS ENERGIA ( G );0,0;18WGNEXU1-1234-Q;Genéricas;Compra;SZR;NEXU;Unidades genéricas
GNIDH1;GNIDH1;NIDHOG GENERAL;100,0;18W000000000QUY5;Genéricas;Compra;SZR;NIDHO;Unidades genéricas
GNOBLE1;GENERIC;GENERIC UNIT;100,0;18WGNOBLE1-123-C;Genéricas;Compra;SZR;NOBLE;Unidades genéricas
GNRAC01;GNRAC01;UP COMERCIALIZADORA NACIONAL;28,1;18WGNRAC01-123-Y;Comercializadores mercado libre;Compra;SZR;GNRA;Comercializadores
GNRACP3;GNRACP3;ESPAÑA-FRANCIA COMPRA CON DERECHOS;400,0;18WGNRACP3-123-5;Exportación Francia;Compra;SZR;GNRA;Comercializador internacional
GNRAVP3;GNRAVP3;ESPAÑA-FRANCIA VENTA CON DERECHOS;400,0;18WGNRAVP3-123-J;Importación Francia;Venta;SZR;GNRA;Comercializador internacional
GNRPCX1;GNRPCX1;GNRPCX1;9.999,0;18W000000000AGE3;Porfolio;Compra;SZR;GNRA;Unidades porfolio
GNRPVX1;GNRPVX1;GNRPVX1;9.999,0;18W000000000AGF1;Porfolio;Venta;SZR;GNRA;Unidades porfolio
GNSEC01;GNSE;GAS NATURAL SERVICIOS SDG, S.A.;0,0;18WGNSEC01-12-2Q;Comercializadores mercado libre;Compra;SZR;GNSE;Comercializadores
GNSUC01;GNSUC01;GAS NATURAL SUR SDG COMPRA;3.500,0;18WGNSUC01-123-8;Comercializadores último recurso;Compra;SZR;GNSUR;Comercializador de referencia
GNSUCEB;GNSUCEB;UP GNSUR COMPRA CABLE BALEAR;408,0;18WGNSUCEB-123-B;Enlace Baleares;Compra;SZR;GNSUR;Enlace península baleares
GOENC01;GODAY ENER;GODAY ENERGA;3,0;18WGOENC01-123-Z;Comercializadores mercado libre;Compra;SZR;GOENC;Comercializadores
GOICCX1;GOICCX1;GOICCX1;9.999,0;18W000000000P1M9;Porfolio;Compra;SZR;GOIEN;Unidades porfolio
GOICVX1;GOICVX1;GOICVX1;9.999,0;18W000000000P1N7;Porfolio;Venta;SZR;GOIEN;Unidades porfolio
GOIEC01;GOIEC01;UP GOIENER COMERCILIZADORA;0,1;18WGOIEC01-123-7;Comercializadores mercado libre;Compra;SZR;GOIEN;Comercializadores
GOIEV01;GOIEV01;UP GOIENER REPRESENTACION VENTA;0,6;18W0000000007JZ1;Biogás;Venta;SZR;GOIEN;Generación
GOIEV02;GOIEV02;UP GOIENER REPRE VENTA SOLAR;1,2;18W00000000091AN;Solar fotovoltaica;Venta;SZR;GOIEN;Generación
GOIEV03;GOIEV03;UP VENTA REPRE LIZAR HIDRO;4,0;18W0000000009KR6;Hidráulica no UGH;Venta;SZR;GOIEN;Generación
GONE1;GONE1;OFFICE NATIONAL DE L'ELECTRICITÉ ( G );0,0;18WGONE1-12345-H;Genéricas;Compra;SZR;ONE;Unidades genéricas
GPIBCUR;GPIBCUR;IBERDROLA CUR  ( GEOTÉRMICA-HIDR.MARINA, PRUEBAS);0,0;18WGPIBCUR-123-A;Oceano y geotérmica;Venta;SZR;IBCUR;Generación
GPOWER1;PM GENERIC;POWERMART GENERIC;300,0;18WGPOWER1-123-X;Genéricas;Compra;SZR;POWER;Unidades genéricas
GRAFC01;GRAFV;GRAFICAS VARIAS SA;0,6;18W000000000F8E7;Consumos directos en mercado;Compra;SZR;GRAFV;Consum. directos a mercado
GRANA;GRANA;GRANA;1,0;18W000000000H2K5;Hidráulica UGH;Venta;SZR;GNRA;Generación
GRDZ;GRDZ;GRDZ;0,9;18WGRDZ-123456-6;Hidráulica UGH;Venta;SZR;WMARK;Generación
GREEC01;GREEC01UP;GREEC01 UP;0,0;18W000000000R3OS;Comercializadores mercado libre;Compra;SZR;GRNSR;Comercializadores
GRENC01;GREEN360;GREENENERGY360;1,0;18W000000000SL82;Comercializadores mercado libre;Compra;SZR;GREAL;Comercializadores
GREPSB1;GREPSB1;UP GENERICA REPSOL SERVICIOS RENOVABLES;1.500,0;18W000000000LCVB;Genéricas;Compra;SZR;REPSB;Unidades genéricas
GRTEC01;GERENTA_E;GERENTA ENERGIA SL;100,0;18W0000000004RND;Comercializadores mercado libre;Compra;SZR;GRTEN;Comercializadores
GSAMP1;GSAMP1;SAMPOL ( G );0,0;18WGSAMP1-1234-H;Genéricas;Compra;SZR;SAMP;Unidades genéricas
GSECOB1;GSECOB1;GENERIC UNIT;100,0;18W000000000PQZJ;Genéricas;Compra;SZR;SECOB;Unidades genéricas
GSETC01;COMERCIALI;COMERCIALIZADORA;45,0;18WGSETC01-123-1;Comercializadores mercado libre;Compra;SZR;GSETT;Comercializadores
GSHEEN1;GSHEEN1;SHEEN (GENERICA);1.200,0;18WGSHEEN1-123-R;Genéricas;Compra;SZR;SHEEN;Unidades genéricas
GSLZC01;GSLZC01;GSLZC01;0,1;18W000000000HAKI;Comercializadores mercado libre;Compra;SZR;GSLZE;Comercializadores
GSLZV02;CACERES 1;CACERES 1;41,9;18W000000000PQ1D;Solar fotovoltaica;Venta;IGR ;IGNIS;Generación
GSLZV03;CACERES 2;CACERES 2;41,9;18W000000000PQ2B;Solar fotovoltaica;Venta;IGR ;IGNIS;Generación
GSLZV04;GSLZV04;GSLZV04;2,6;18W000000000PVX8;Solar fotovoltaica;Venta;SZR;GSLZE;Generación
GSLZV06;GSLZV06;JEREZ 2020;9,8;18W000000000QE0A;Solar fotovoltaica;Venta;SZR;GSLZE;Generación
GSLZV07;GSLZV07;ALCONCHEL 20202;10,0;18W000000000QH9K;Solar fotovoltaica;Venta;SZR;GSLZE;Generación
